Contig	Pos	SNP	Allele1	Allele2	ChrPos	JekyllIs_MAF	D2Gen5_106	D2Gen5_1153	D2Gen5_1155	D2Gen5_1157	D2Gen5_1158	D2Gen5_1161	D2Gen5_1162	D2Gen5_1165	D2Gen5_1437	D2Gen5_1522	D2Gen5_1523	D2Gen5_1524	D2Gen5_1525	D2Gen5_1527	D2Gen5_1528	D2Gen5_209	D2Gen5_212	D2Gen5_213	D2Gen5_505	D2Gen5_506	D2Gen5_507	D2Gen5_508	D2Gen5_512	D2Gen5_513	D2Gen5_514	D2Gen5_515	D2Gen5_516	D2Gen5_518	D2Gen5_519	D2Gen5_520	D2Gen5_521	D2Gen5_522	D2Gen5_523	D2Gen5_524	D2Gen5_525	D2Gen5_526	D2Gen5_527	D2Gen5_529	D2Gen5_530	D2Gen5_532	D2Gen5_534	D2Gen5_537	D2Gen5_540	D2Gen5_541	D2Gen5_545	D2Gen5_547	D2Gen5_548	D2Gen5_549	D2Gen5_550	D2Gen5_551
Contig6757b	1204	Contig6757b_1204	1	2	8854537	0.999994	NA	0.333508	NA	0.20001	NA	NA	1.66491	NA	NA	0.333508	NA	0.199999	NA	0.333508	NA	0.199999	NA	0.333888	0.367743	0.333508	0.333508	NA	0.199997	1.666492	0.334213	0.333508	NA	0.333508	1.666492	0.333508	NA	0.058822	0.333508	NA	NA	0.199997	NA	NA	NA	NA	NA	0.336118	NA	0.335545	NA	1.800003	NA	NA	NA	0.111109
Contig6757b	1213	Contig6757b_1213	1	2	8854546	0.999997	NA	0.333508	NA	0.200006	NA	NA	1.66491	NA	NA	0.333508	NA	0.333508	NA	0.336118	NA	0.199997	NA	0.338881	0.333683	0.333553	0.333508	0.333508	0.200015	1.666492	0.33361	0.33473	NA	0.333508	1.666492	NA	NA	0.111109	0.333508	NA	NA	0.199997	NA	NA	NA	NA	NA	0.333508	NA	0.376421	NA	1.800003	NA	NA	NA	0.111109
CLC_WS40_contig_6257_p1_consensus	38	CLC_WS40_contig_6257_p1_consensus_38	2	3	8886189	0.980143	1.800003	0.199997	NA	0.199997	1.000008	NA	1.663162	0.333773	0.969253	0.199999	0.199997	0.333508	0.200021	NA	0.340313	1.666492	NA	1	1	0.199997	0.337743	1.002005	1.666492	1.799978	0.340313	0.997471	0.111109	0.200006	1.66639	0.333508	NA	0.33509	0.340313	0.337743	NA	NA	1.800003	NA	0.33361	NA	1.012501	1.086403	NA	NA	NA	1.002005	1.662257	1.666492	NA	NA
CLC_WS40_contig_6257_p1_consensus	43	CLC_WS40_contig_6257_p1_consensus_43	1	3	8886194	0.999997	1.800003	0.199997	NA	0.199997	0.999935	NA	1.666447	0.333683	0.969253	0.340313	0.199997	0.199997	0.200021	NA	0.340313	1.666492	NA	1	1	0.199997	0.376421	1.001266	0.999045	1.888891	0.340313	0.908631	0.111109	0.333508	1.800003	0.333508	NA	0.199997	0.340313	0.337743	NA	NA	1.800003	NA	0.33361	NA	1.012501	0.337743	NA	NA	NA	1.002003	1.662257	1.666112	NA	NA
CLC_WS40_contig_6257_p1_consensus	74	CLC_WS40_contig_6257_p1_consensus_74	3	0	8886225	4e-06	0.111109	1.666492	1.666447	1.888891	1.001195	NA	0.333508	NA	1.888891	NA	1.888891	1.800003	1.66639	NA	NA	0.998735	NA	0.992724	NA	1.665272	0.333773	0.997995	1.000002	0.111109	NA	1.000001	1.666492	0.33361	0.111109	NA	1.666492	1.666492	0.333508	NA	NA	NA	0.199997	NA	1.66639	1.665967	0.975326	NA	NA	1.665787	1.66491	0.995998	NA	0.333888	NA	1.632257
CLC_WS40_contig_6257_p1_consensus	115	CLC_WS40_contig_6257_p1_consensus_115	3	1	8886266	0.999997	1.666492	0.333508	0.333508	0.333508	0.333508	NA	1.666492	NA	0.333508	NA	0.333508	0.333508	0.33361	NA	NA	0.333508	NA	1.666492	NA	0.333508	0.333683	0.333508	0.333508	1.666492	NA	1.666317	NA	NA	1.666492	NA	0.333553	0.333508	1.666492	NA	NA	0.333508	1.666492	NA	NA	0.333508	1.666492	NA	NA	0.333508	0.333508	1.666227	0.333508	1.666227	1.66639	0.333508
CLC_WS40_contig_6257_p1_consensus	193	CLC_WS40_contig_6257_p1_consensus_193	3	1	8886344	0.999997	NA	NA	NA	NA	0.333508	NA	1.941178	1.022952	1.888891	0.333508	0.333683	0.199997	0.199997	0.333508	0.376421	0.199997	NA	0.333508	0.333508	0.199999	0.337743	1.00037	1.005017	1.969698	0.333508	0.333508	0.333773	NA	1.000007	NA	1	0.333508	1.666112	NA	NA	0.367743	NA	0.337743	0.199997	NA	1.66639	NA	1.800003	NA	1.666492	1.65789	0.33361	1.800003	1	0.111109
CLC_WS40_contig_6257_p1_consensus	284	CLC_WS40_contig_6257_p1_consensus_284	1	0	8886435	0.981269	1.941178	NA	NA	NA	0.199997	0.333508	1.969698	1.038363	1.799981	0.199997	0.058822	0.030302	0.999795	0.333508	0.111109	0.199999	1.800003	NA	0.199997	0.33361	NA	1.66491	1.000085	1.666492	0.111109	NA	1.666492	0.991545	1.002529	NA	1	0.333508	NA	0.360781	NA	0.199997	0.995625	0.33473	0.200003	NA	1.666492	NA	1.001265	NA	0.803173	1.666492	0.952238	1.66639	0.333508	0.333508
CLC_WS40_contig_6257_p1_consensus	305	CLC_WS40_contig_6257_p1_consensus_305	0	2	8886456	0.979272	1.941178	0.333888	NA	NA	0.199997	0.199997	1.888891	1.003992	1.800003	0.199997	0.058822	0.111109	1	0.333683	0.111109	NA	1.800003	NA	0.333508	NA	NA	NA	1	1.800003	0.199997	NA	1.666492	0.940452	1.001263	NA	1	0.333508	NA	0.33473	NA	0.199997	1.000465	NA	0.333508	NA	NA	NA	0.865618	NA	0.999908	1.666492	0.996828	1.66639	NA	0.910368
CLC_WS40_contig_6257_p1_consensus	306	CLC_WS40_contig_6257_p1_consensus_306	0	1	8886457	0.981	1.941178	0.333508	NA	NA	0.199997	0.199997	1.888891	1.002003	1.800003	0.199997	0.058822	0.111109	1	0.333508	0.111109	NA	1.799992	NA	0.333508	NA	NA	NA	1.001261	1.800003	0.199997	NA	1.666492	0.969153	1.001265	NA	1	0.333508	NA	0.367743	NA	0.199997	0.889915	NA	0.333508	NA	NA	NA	0.981028	NA	0.998761	1.666492	0.996828	1.666447	NA	0.199999
CLC_WS40_contig_6257_p1_consensus	357	CLC_WS40_contig_6257_p1_consensus_357	3	0	8886508	0.999998	1.666492	0.998735	NA	NA	1.666492	0.333508	1.666492	1.089469	1.888891	NA	0.333508	0.199997	1.666492	0.333508	0.333508	NA	1.941178	NA	0.333508	0.199997	NA	NA	1.002529	1.800003	0.199997	0.333508	1.666492	0.997471	1.000164	NA	NA	NA	NA	NA	NA	0.367743	1.800003	0.333773	0.376421	NA	0.333508	NA	NA	0.199997	1.66639	NA	1	1.639217	0.33509	1.639217
CLC_WS40_contig_6257_p1_consensus	464	CLC_WS40_contig_6257_p1_consensus_464	2	3	8886615	0.958235	NA	0.199997	0.333508	NA	1.66639	NA	1.666492	1.800003	1.001265	0.333683	0.333508	0.199997	0.333508	0.333508	0.199997	0.997484	1.800003	0.333508	NA	0.333888	NA	NA	1	NA	0.111109	0.199997	NA	0.999993	0.998824	0.199997	1.666492	0.333553	1.666492	0.333508	0.333508	0.199999	1.000207	0.333553	0.367743	0.333508	0.333508	NA	NA	NA	1.001266	0.333508	1	1.632257	NA	0.058822
CLC_WS40_contig_6257_p1_consensus	598	CLC_WS40_contig_6257_p1_consensus_598	2	0	8886749	0.962858	1.888891	0.998734	0.199997	NA	1.002513	0.333508	1.941178	NA	1.005045	NA	0.199997	0.030302	NA	0.360781	0.030302	1.001265	1.941178	1.666492	1.666492	0.333508	0.33361	NA	1.015681	NA	0.33361	0.33509	NA	1.002529	0.997471	0.111109	1.666492	0.333508	1.666492	0.334213	NA	0.199997	1.666492	0.058822	0.199997	NA	1.234291	1.01501	1.009958	0.199997	0.199997	0.333508	1	NA	1.666492	0.030302
CLC_WS40_contig_6257_p1_consensus	602	CLC_WS40_contig_6257_p1_consensus_602	3	2	8886753	0.98134	1.888891	0.998735	0.199997	0.350758	1.000026	0.333508	1.941178	NA	1.005045	NA	0.199997	0.030302	NA	0.33361	0.030302	1.001265	1.941178	1.666492	1.666492	0.333508	0.333773	NA	1.234291	NA	0.333508	0.33509	NA	1.002529	0.999594	0.111109	1.666227	0.333508	1.666492	0.333508	NA	0.199997	1.666447	0.058822	0.199997	NA	1.374978	1.01501	1.001265	0.199997	0.199997	0.998633	1.001265	NA	1.666492	0.030302
CLC_WS40_contig_6257_p1_consensus	617	CLC_WS40_contig_6257_p1_consensus_617	1	3	8886768	0.98	1.888891	0.998734	0.199997	0.334213	1.000021	0.333508	1.941178	NA	1.888891	NA	0.199997	0.015384	NA	0.199997	0.030302	1.002529	1.941178	1.666492	1.666492	0.333508	0.333508	NA	1.001265	NA	0.333508	0.33509	NA	1.002529	0.111109	0.111109	0.910368	0.199997	1.666492	0.333508	NA	0.200006	1.666447	0.111109	0.199997	NA	1.888891	NA	1.001592	0.199997	0.998735	0.999836	1.001266	NA	1.666112	0.015384
CLC_WS40_contig_6257_p1_consensus	915	CLC_WS40_contig_6257_p1_consensus_915	2	3	8887066	0.999999	1.941178	NA	NA	0.333773	1.888891	NA	NA	0.333508	NA	0.199997	0.333508	0.333508	1.001266	0.333888	0.111109	1	1.800003	0.993691	NA	NA	0.994955	0.980291	0.999997	1.666492	NA	NA	1.666112	1.799988	0.333508	NA	1.666227	0.360781	NA	0.199997	NA	0.199997	0.997471	0.200004	0.199997	0.333508	1.799997	NA	0.998736	0.333508	1.666492	1.002529	NA	NA	1.001367	0.199999
CLC_WS40_contig_6257_p1_consensus	965	CLC_WS40_contig_6257_p1_consensus_965	2	3	8887116	0.999998	1.888891	1.666492	NA	0.33473	NA	NA	1.666492	0.333773	NA	NA	0.199997	NA	1.800003	0.333508	0.199997	1.001265	1.800003	1.001266	NA	0.333508	0.058822	0.997996	0.997997	1.800003	NA	0.333508	NA	1.666492	0.333888	NA	NA	0.200012	0.333508	0.199997	NA	0.333508	0.111109	0.199997	0.333508	0.333508	1.666492	NA	1.655632	0.333508	NA	1.002529	NA	1.800003	0.999836	NA
CLC_WS40_contig_6257_p1_consensus	973	CLC_WS40_contig_6257_p1_consensus_973	3	0	8887124	0.977393	1.888891	1.000957	NA	0.333508	NA	NA	1.666492	0.334213	NA	NA	0.199997	NA	1.800003	0.333683	0.111109	1.001266	1.800003	1.009959	NA	0.111109	0.111109	0.998743	0.998793	1.800003	0.333888	0.333508	NA	1.666492	NA	NA	NA	0.199997	0.333508	0.199997	NA	0.200006	0.199999	0.199997	0.333508	0.367743	1.666492	NA	1.666447	0.333508	NA	1.002529	NA	1.800003	1	NA
CLC_WS40_contig_6257_p1_consensus	1142	CLC_WS40_contig_6257_p1_consensus_1142	1	2	8887293	0.999996	1.666492	1.002529	NA	0.333683	0.333888	NA	NA	0.333508	1.666492	0.111109	NA	0.058822	1.800003	0.336838	0.333508	1.666492	1.888891	0.998734	NA	0.200004	NA	1.800003	0.199997	1.941178	0.333508	NA	1.800003	1	0.111109	0.333508	1.666492	0.199997	1.001264	0.333508	1	NA	NA	NA	0.199997	0.199997	1.666492	1.666227	1.800003	0.333888	0.333553	0.333508	1.666492	1.666492	1	0.111109
CLC_WS40_contig_6257_p1_consensus	1256	CLC_WS40_contig_6257_p1_consensus_1256	3	1	8887407	0.999996	NA	0.333508	NA	0.199997	NA	0.360781	1.666447	NA	1.666492	0.058822	0.333508	0.199997	0.999836	NA	0.199997	NA	1.888891	0.199997	0.199997	0.111109	0.999999	1.800003	0.333508	1.800003	0.333508	0.333683	NA	0.333508	0.333508	0.199997	1.666492	0.199997	0.333508	0.333508	1.666447	0.111109	NA	0.335545	0.333508	0.333508	1.001266	0.111109	NA	0.199997	NA	1.666492	NA	1.800003	0.33361	0.200003
CLC_WS40_contig_6257_p1_consensus	1302	CLC_WS40_contig_6257_p1_consensus_1302	3	1	8887453	0.976774	NA	0.367743	NA	0.199997	NA	NA	1.666492	NA	0.200006	0.111109	0.333508	0.199999	1.000164	0.334213	0.199997	0.998734	1.800003	0.333888	0.199997	0.199997	0.99498	1.666492	0.338881	1.888891	NA	NA	NA	0.199997	NA	0.199997	1.666447	0.199997	1.666447	0.199999	1.000629	0.199997	NA	NA	0.199997	0.333508	1.002529	0.333888	NA	0.199999	NA	1.800003	NA	1.66639	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1311	CLC_WS40_contig_6257_p1_consensus_1311	3	0	8887462	0.064295	0.333773	1.632257	NA	1.666492	NA	NA	0.333508	NA	1.800003	1.888891	1.666492	1.800001	0.998633	1.666447	1.800003	1.000002	0.199997	1.666492	1.661119	1.800003	0.199997	0.199997	NA	0.111109	NA	NA	NA	0.199997	NA	1.800003	0.333508	1.799997	1	1.800003	1	1.800003	NA	NA	1.800003	1.666492	0.997471	1.666492	NA	1.666492	NA	0.199997	NA	0.333888	1.666492	NA
CLC_WS40_contig_6257_p1_consensus	1321	CLC_WS40_contig_6257_p1_consensus_1321	1	3	8887472	0.999997	0.199997	0.336118	NA	0.333553	NA	NA	1.666492	NA	0.199997	0.199997	0.333508	0.199997	0.333508	0.33361	0.333508	0.999996	1.800003	0.33361	0.333773	0.199997	0.998406	0.333553	NA	0.111109	NA	NA	NA	0.199997	NA	0.333508	1.666492	0.333508	0.999371	0.199999	1	0.333508	NA	NA	0.333508	0.333508	1.000164	0.333508	NA	NA	NA	1.800003	NA	1.666492	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1322	CLC_WS40_contig_6257_p1_consensus_1322	1	2	8887473	0.999995	0.199997	0.334213	NA	0.333773	NA	NA	1.666492	NA	0.199997	0.199997	0.333508	0.199997	0.333508	0.333683	0.333508	0.999999	1.800003	0.333508	0.333508	0.199997	0.998736	0.333508	NA	0.111109	NA	NA	NA	0.199997	NA	0.333508	1.666492	0.333508	0.999045	0.200042	1.000629	0.333508	NA	NA	0.333553	0.333508	1	0.333508	NA	NA	NA	1.800003	NA	1.666447	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1325	CLC_WS40_contig_6257_p1_consensus_1325	0	1	8887476	0.98247	0.199997	0.334213	NA	0.333508	NA	NA	1.666492	NA	0.199997	0.199997	0.333508	0.199997	0.333508	0.333508	0.333773	0.999999	1.799996	0.334213	0.334213	0.199997	0.998734	0.333553	NA	0.111109	NA	NA	NA	0.199997	NA	0.333508	1.666492	0.333508	1	0.199999	0.199997	0.333508	NA	NA	0.333508	0.333508	1	0.333508	NA	NA	NA	1.800003	NA	1.666447	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1355	CLC_WS40_contig_6257_p1_consensus_1355	1	3	8887506	0.074519	0.199997	1.000001	NA	1.632257	0.333888	0.333508	NA	NA	1.800003	1.941178	NA	1.800003	NA	1.666492	1.665272	0.999999	0.199997	1.666492	NA	1.666492	0.111109	0.333508	0.333508	0.058822	NA	NA	NA	0.333888	NA	1.666492	0.333508	1.666492	1	1.666492	1.001263	1.666492	NA	1.666492	1.666492	1.666492	1.00037	NA	NA	1.666492	1.666492	0.998735	0.333508	0.333508	1.666227	NA
CLC_WS40_contig_6257_p1_consensus	1400	CLC_WS40_contig_6257_p1_consensus_1400	3	2	8887551	0.869054	1.800001	0.890861	NA	0.333508	1.666492	0.333508	NA	NA	0.333508	0.199997	NA	0.058822	0.333508	0.333553	0.333508	1	1.888891	NA	NA	NA	1	1.632257	1.003992	1.888891	NA	NA	NA	NA	0.333508	0.333508	1.666492	NA	0.999998	NA	0.333508	0.199997	0.376421	0.199997	0.333508	NA	1	1	NA	0.199997	0.333508	0.333508	1.666492	NA	NA	NA
CLC_WS40_contig_6257_p1_consensus	1410	CLC_WS40_contig_6257_p1_consensus_1410	0	2	8887561	0.895311	1.800003	1.00237	NA	0.333508	1.666492	0.333508	NA	NA	0.333508	0.199997	NA	0.058822	0.333508	NA	0.333508	1	1.888891	NA	NA	0.333773	1	1.665787	1.003992	1.888891	NA	NA	NA	NA	0.199997	0.333508	1.666492	NA	0.999998	NA	0.333508	0.199997	0.333508	0.199997	0.199997	NA	1	1	NA	0.199997	0.336838	0.333508	1.666492	1.665787	NA	NA
CLC_WS40_contig_6257_p1_consensus	1458	CLC_WS40_contig_6257_p1_consensus_1458	1	3	8887609	0.999998	NA	NA	NA	0.333683	1.666492	0.199997	NA	NA	NA	0.333888	NA	0.998734	0.333553	NA	NA	1	1.888891	NA	0.199997	0.333508	0.333508	NA	1.001265	1.888891	NA	NA	NA	0.334441	0.998734	0.333508	1	NA	0.998734	0.200015	NA	0.199997	0.333553	0.199997	0.199997	NA	0.865618	1	NA	0.199997	0.333508	0.333508	NA	1.66639	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1516	CLC_WS40_contig_6257_p1_consensus_1516	0	1	8887667	0.999998	1.666227	NA	NA	0.336838	1	0.333508	NA	NA	NA	NA	NA	NA	0.333508	0.333888	0.333508	1.000002	1.666227	0.333508	0.200015	0.111109	NA	1.666317	1.800003	1.888891	NA	0.333553	NA	0.998737	1	0.333508	0.333508	NA	1.002529	0.333508	NA	NA	NA	0.199997	0.111109	0.333508	1.66639	0.333508	NA	NA	NA	0.336118	NA	NA	0.999045	NA
CLC_WS40_contig_6257_p1_consensus	1524	CLC_WS40_contig_6257_p1_consensus_1524	1	3	8887675	0.114076	0.333508	NA	NA	1.666447	1.00037	1.666492	NA	NA	NA	NA	NA	NA	1.666492	1.666492	1.666492	0.999998	NA	1.666492	1.800003	1.799981	NA	0.338881	0.199997	0.111109	NA	1.666492	NA	0.058822	0.99963	1.666492	1.666492	NA	0.997471	NA	NA	NA	0.333508	1.800003	1.800003	1.666492	0.333683	1.666492	NA	NA	NA	1.666492	NA	NA	1	NA
CLC_WS40_contig_6257_p1_consensus	1548	CLC_WS40_contig_6257_p1_consensus_1548	3	2	8887699	0.999997	1.666492	NA	NA	0.376421	1.000629	0.333508	NA	0.336118	NA	NA	NA	0.111109	0.333508	0.199997	0.199997	0.997471	NA	0.199997	0.333508	0.058822	NA	1.666492	1.800003	1.941178	NA	0.333508	0.333508	0.997471	1.666492	NA	0.333508	NA	1.002529	NA	NA	NA	1.666492	0.199997	0.333508	0.333508	1.666492	0.199997	NA	NA	NA	0.333508	NA	NA	1	0.333773
CLC_WS40_contig_6257_p1_consensus	1640	CLC_WS40_contig_6257_p1_consensus_1640	1	3	8887791	0.985118	NA	NA	NA	0.199997	0.998735	NA	NA	0.333508	0.199997	NA	0.111109	0.333508	0.111109	0.199999	0.111109	0.989962	1.800003	1.108734	1.666492	0.997471	NA	NA	0.333508	1.888891	NA	NA	0.199997	1.110083	1.666447	0.333508	NA	0.199997	1	0.333508	NA	0.199997	1.800003	0.367743	0.333508	0.333508	1.800003	1	0.333508	0.333508	1.666492	NA	0.99602	1.66491	0.995625	0.333508
CLC_WS40_contig_6257_p1_consensus	1642	CLC_WS40_contig_6257_p1_consensus_1642	3	1	8887793	0.999994	NA	NA	NA	0.199997	0.998736	NA	NA	0.333508	0.199997	NA	0.111109	0.34437	0.111109	0.199997	0.111109	0.989962	1.800003	1	1.666492	0.997471	NA	NA	0.333508	1.941178	NA	NA	0.199997	1.134382	1.666492	0.333553	NA	0.199997	1	0.333508	NA	0.199997	1.800003	0.333508	0.333508	0.333508	1.800003	1.00037	0.333508	0.333508	1.666227	NA	0.836159	1.666447	0.999045	0.333508
CLC_WS40_contig_6257_p1_consensus	1654	CLC_WS40_contig_6257_p1_consensus_1654	1	3	8887805	0.999995	NA	NA	NA	0.199997	0.999994	NA	NA	0.333508	0.199997	NA	0.111109	NA	0.111109	0.20001	0.111109	0.989962	1.800003	1.162721	1.666492	0.99601	NA	NA	0.376421	1.888891	NA	NA	0.333508	1.000001	1.666492	0.199997	NA	0.199997	1	0.333508	NA	0.199999	1.800003	0.333508	0.199999	0.333508	1.800003	1.666492	0.333508	0.333553	1.666492	NA	1.007751	1.666447	0.999371	NA
CLC_WS40_contig_6257_p1_consensus	1689	CLC_WS40_contig_6257_p1_consensus_1689	1	2	8887840	0.921756	1.666492	1.001265	NA	0.333508	1	0.111109	1.666492	NA	0.199997	NA	0.030302	NA	0.058822	0.333508	0.199997	0.058822	1.800003	NA	NA	0.998733	0.333508	NA	NA	1.800003	NA	NA	0.199997	0.996828	1.666492	0.333683	0.333508	0.199997	1.002529	NA	NA	0.20004	1.800003	0.333508	0.333508	0.199997	1.666492	1.666492	1	0.199997	0.998633	NA	0.999423	1.66639	0.333508	NA
CLC_WS40_contig_6257_p1_consensus	1751	CLC_WS40_contig_6257_p1_consensus_1751	2	3	8887902	0.96052	1.941178	1.001265	NA	0.199997	1.000002	0.111109	1.800001	NA	0.333508	0.333508	0.199997	0.199997	0.111109	0.111109	0.111109	1.666492	NA	NA	NA	0.199997	0.333508	NA	1.666492	1.666492	NA	NA	1.001264	0.333508	0.765711	0.111109	0.998735	0.199997	1.001265	0.333508	1	0.199997	1.666492	0.333508	0.199997	0.058822	1.666492	1	1.002532	0.199997	0.199997	NA	NA	NA	1.666492	0.333508
CLC_WS40_contig_6257_p1_consensus	1828	CLC_WS40_contig_6257_p1_consensus_1828	3	1	8887979	0.958418	1.969698	NA	NA	0.200012	0.333508	NA	1.800003	NA	0.333508	NA	NA	0.111109	1	0.111109	0.111109	NA	1.800003	NA	NA	NA	0.333773	NA	0.997995	1.666492	0.333773	NA	0.999998	0.999998	0.333508	0.199997	0.997471	NA	NA	0.333508	0.333508	0.333773	NA	NA	0.200015	0.199997	0.333508	0.333508	0.999414	0.333508	1	0.333508	NA	NA	1	0.199999
CLC_WS40_contig_6257_p1_consensus	2078	CLC_WS40_contig_6257_p1_consensus_2078	3	1	8888229	0.982987	1.992249	0.111109	NA	0.199997	1.001195	0.333508	0.333508	0.333508	0.998735	0.333508	0.111109	0.058822	0.200042	0.33361	0.058822	1.941178	1.800003	NA	1.134382	0.199997	1.799992	NA	NA	1.800003	NA	0.199997	0.998736	0.999999	1.006268	NA	NA	0.333508	NA	0.199997	0.199997	0.333508	NA	0.33361	NA	0.333508	1	1.001263	1.001266	0.333508	1.000738	NA	0.942413	1.888891	NA	0.111109
CLC_WS40_contig_6257_p1_consensus	2134	CLC_WS40_contig_6257_p1_consensus_2134	1	3	8888285	0.282987	0.030302	1.941178	NA	1.666492	1.00037	NA	1.666317	1.800001	0.998736	1.666492	1.888891	1.800003	1.666447	NA	1.969698	0.199997	0.199997	NA	0.333508	1.800003	0.333508	1.666492	NA	0.333508	NA	1.800003	1.800003	0.199997	0.111109	NA	0.333508	1.666492	1.000164	1.888891	1.66639	1.800003	0.333508	NA	1.666492	1.666492	1	1.800003	0.199997	1.666492	0.058822	1.666492	1.639217	0.111109	NA	1.666492
CLC_WS40_contig_6257_p1_consensus	2174	CLC_WS40_contig_6257_p1_consensus_2174	3	1	8888325	0.949005	1.969698	0.997471	NA	0.111109	0.998117	NA	0.33509	0.999795	NA	NA	0.333508	0.111109	1	0.334213	0.058822	1.800003	1.800003	NA	1.666492	NA	1.800003	0.199997	NA	1.800003	NA	0.199997	0.996819	1.888891	1.888891	NA	1.666492	0.333508	1	0.199997	0.333508	0.333508	1.800003	0.333508	0.199997	0.333508	0.199997	0.975403	1.666492	0.333508	NA	0.333508	0.998733	1.888891	NA	0.333888
CLC_WS40_contig_6257_p1_consensus	2278	CLC_WS40_contig_6257_p1_consensus_2278	1	2	8888429	0.980849	1.800003	0.199997	NA	0.058822	NA	NA	NA	NA	0.333508	0.333508	0.333508	0.333508	0.336118	0.199997	0.111109	1	1.888891	0.367743	1.665272	0.333508	1.002529	NA	NA	1.888891	NA	0.333508	0.333773	1.941178	1	0.333508	NA	0.199997	0.333508	NA	NA	0.333508	0.333508	0.333508	0.333508	0.111109	1.799985	NA	1.666492	0.058822	1.66639	NA	1.666492	1.888891	1.666492	0.111109
CLC_WS40_contig_6257_p1_consensus	2299	CLC_WS40_contig_6257_p1_consensus_2299	2	0	8888450	0.973139	1.666492	0.333508	NA	0.111109	NA	NA	0.333508	NA	1.666492	0.333508	0.333508	NA	1.666447	0.333508	0.333508	0.333508	1.800003	0.333553	NA	0.333508	1.000001	NA	0.333508	1.800003	NA	NA	NA	1.005045	1	NA	NA	0.199997	NA	0.333553	0.998734	0.999045	1.666492	0.333888	NA	0.111109	1.800003	NA	1.666492	0.030302	1.666492	NA	NA	1.665787	1.800003	0.111109
CLC_WS40_contig_6257_p1_consensus	2659	CLC_WS40_contig_6257_p1_consensus_2659	1	3	8888810	0.984934	1.984616	0.199997	NA	0.333508	NA	0.199997	1.666447	1.666492	0.333508	0.111109	0.333508	0.334213	1.800003	0.333508	0.015384	0.333508	1.666492	1.000957	NA	0.199997	NA	1	0.199997	1.800003	NA	0.058822	0.998735	0.999997	0.99434	0.199997	1.000001	0.199997	0.998735	0.333508	NA	0.333508	1.984616	0.333773	0.199997	0.199997	1.001265	0.333508	NA	0.111109	1.666492	0.997471	NA	NA	1	0.030302
CLC_WS40_contig_6257_p1_consensus	2729	CLC_WS40_contig_6257_p1_consensus_2729	2	0	8888880	0.999998	1.666492	0.998734	NA	0.360781	1.800003	0.111109	0.989962	1.666492	1.001179	0.199997	0.199997	0.199997	NA	0.111109	0.199997	0.993674	1.666492	1.941178	NA	0.030302	NA	0.333508	1.001265	1.665272	0.333508	0.111108	1.001265	1.000001	0.333508	0.111109	1.002529	NA	NA	0.333508	NA	NA	1.666492	NA	0.333508	0.199997	1	0.199997	NA	0.030302	0.334213	0.199997	NA	1.800003	1.134382	0.199997
CLC_WS40_contig_6257_p1_consensus	2766	CLC_WS40_contig_6257_p1_consensus_2766	1	3	8888917	0.956815	NA	1.001265	NA	0.33361	1.800003	0.199997	0.989962	1.666492	1.00625	0.333508	0.199997	0.111109	NA	0.111109	0.111109	0.199997	NA	1.969698	NA	0.111109	NA	NA	1.002529	NA	0.333508	NA	1	1.163842	0.999074	0.333508	1.000002	NA	NA	NA	NA	NA	NA	NA	0.333553	0.333508	0.199997	0.199997	1.666227	0.111109	0.360781	0.199997	NA	1.800003	1.799999	0.058822
CLC_WS40_contig_6257_p1_consensus	2767	CLC_WS40_contig_6257_p1_consensus_2767	3	1	8888918	0.977414	NA	1.001265	NA	0.333508	1.800003	0.199997	0.989962	1.666492	1.001256	0.333508	0.199997	0.111109	NA	0.111109	0.111109	0.199997	NA	1.969698	NA	0.111109	NA	NA	1.002529	NA	0.333508	NA	1	1.001512	0.998633	0.333508	1.000002	NA	NA	NA	NA	NA	NA	NA	0.333508	0.333508	0.199997	0.199997	1.666112	0.111109	0.335545	0.199997	NA	1.800003	1.799981	0.058822
CLC_WS40_contig_6257_p1_consensus	2787	CLC_WS40_contig_6257_p1_consensus_2787	0	2	8888938	0.978506	1.666492	1.001266	NA	0.334213	1.800003	0.199999	0.989962	1.666492	1.000164	0.333508	0.199997	0.199997	1.639217	0.111109	0.199997	0.199997	NA	1.941178	NA	0.199997	NA	NA	1.800003	NA	0.333508	NA	1	1.001903	1.000957	0.199999	1.000164	NA	NA	NA	1.666447	NA	1.659687	NA	NA	0.333508	0.199997	0.199997	1.666492	0.111109	0.333888	1.666492	NA	1.800001	1.800003	0.199997
CLC_WS40_contig_6257_p1_consensus	2983	CLC_WS40_contig_6257_p1_consensus_2983	3	2	8889134	0.999998	1.800003	0.975404	0.333773	0.200012	1.666227	0.111108	0.111109	0.999045	1.659687	0.333508	NA	0.200006	1.888891	0.058822	0.199999	1	NA	1.799992	NA	0.058822	NA	0.910368	0.999996	1.666447	0.333508	0.111109	NA	1.001265	0.333683	0.333508	1.666492	NA	1	0.200006	NA	0.199997	1.010457	NA	0.803169	NA	1	1.639217	0.33361	0.333508	0.199997	0.199997	0.333508	NA	0.997052	0.199997
